,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Dudinka,RU,69.4058,86.1778,2.86,94,95,8.55,overcast clouds
349,Mariakani,KE,-3.8633,39.4736,80.91,75,59,3.22,broken clouds
350,Daru,PG,-9.0763,143.2092,78.13,89,100,7.67,light rain
351,Sweetwater,US,25.7634,-80.3731,69.98,71,0,4.61,clear sky
352,Anloga,GH,5.7947,0.8973,81.64,86,75,13.04,broken clouds
353,Luganville,VU,-15.5333,167.1667,81.28,84,100,1.12,overcast clouds
354,Cidreira,BR,-30.1811,-50.2056,66.47,83,0,7.76,clear sky
355,Termini Imerese,IT,37.9837,13.6956,56.98,65,31,5.37,scattered clouds
356,Mantua,IT,45.1667,10.7833,42.1,60,1,2.8,clear sky
357,Sakaiminato,JP,35.55,133.2333,48.87,46,100,14.94,overcast clouds
358,Abu Kamal,SY,34.4506,40.9171,51.53,50,0,10.4,clear sky
359,Boguchar,RU,49.9358,40.545,26.56,59,54,17.98,broken clouds
360,Porto Empedocle,IT,37.2934,13.5264,45.32,83,8,7.78,clear sky
361,Villazon,BO,-22.0866,-65.5942,48.96,66,2,5.1,clear sky
362,Peniche,PT,39.3558,-9.3811,60.93,73,100,14.23,overcast clouds
363,Sioux Lookout,CA,50.1001,-91.917,-9.44,99,35,2.55,scattered clouds
364,Port Keats,AU,-14.25,129.55,90.28,57,99,5.1,light rain
365,Yaan,NG,7.3833,8.5667,75.67,59,50,4.88,scattered clouds
366,Vardo,NO,70.3705,31.1107,26.64,60,100,20.69,light snow
367,Barranca,PE,-10.75,-77.7667,69.66,84,87,6.6,overcast clouds
368,Dauriya,RU,49.9333,116.8667,34.05,38,98,15.17,overcast clouds
369,Hanzhong,CN,33.0728,107.0303,67.86,43,53,2.77,broken clouds
370,Stolin,BY,51.8912,26.846,35.73,56,75,15.01,broken clouds
371,Vila,PT,42.0304,-8.1588,45.7,75,100,3.76,overcast clouds
372,Gizo,SB,-8.103,156.8419,83.88,73,100,6.17,light rain
373,Ranong,TH,9.9658,98.6348,89.38,61,97,6.44,overcast clouds
374,Leticia,CO,-4.2153,-69.9406,75.25,94,75,0.0,broken clouds
375,San Cristobal,VE,7.7669,-72.225,68.18,83,89,2.1,overcast clouds
376,Khani,GE,41.9563,42.9566,35.17,97,99,7.9,light snow
377,Stephenville,US,32.2207,-98.2023,70.59,35,0,9.22,clear sky
378,Lokoja,NG,7.8024,6.743,74.86,80,31,2.75,scattered clouds
379,Jalu,LY,29.0331,21.5482,56.71,17,2,11.61,clear sky
380,Valdivia,CL,-39.8142,-73.2459,44.2,97,0,1.25,clear sky
381,Port Blair,IN,11.6667,92.75,87.84,66,20,6.91,haze
382,Manzanillo,CU,20.3433,-77.1167,69.08,68,21,10.94,few clouds
383,Maracacume,BR,-2.0428,-45.9592,73.26,98,100,1.81,overcast clouds
384,Urdoma,RU,61.7533,48.5442,13.15,90,100,10.71,overcast clouds
385,Slonim,BY,53.0867,25.3219,36.95,63,60,13.85,broken clouds
386,Sibolga,ID,1.7427,98.7792,86.59,47,8,4.99,clear sky
387,Mehamn,NO,71.0357,27.8492,22.91,72,100,10.4,light snow
388,Uddevalla,SE,58.3478,11.9424,43.16,84,75,7.0,broken clouds
389,Mudbidri,IN,13.0833,74.9833,87.42,62,40,3.44,scattered clouds
390,Cherskiy,RU,68.75,161.3,8.22,87,70,5.7,broken clouds
391,Kidal,ML,18.4411,1.4078,76.6,8,56,11.48,broken clouds
392,Tual,ID,-5.6667,132.75,80.4,79,100,12.97,overcast clouds
393,Nalut,LY,30.3333,10.85,60.17,31,3,9.62,clear sky
394,Brownwood,US,31.7093,-98.9912,71.6,27,20,10.36,few clouds
395,San-Pedro,CI,4.7485,-6.6363,78.46,93,72,2.71,broken clouds
396,Ahipara,NZ,-35.1667,173.1667,68.79,62,0,10.47,clear sky
397,Yanam,IN,16.7333,82.2167,98.37,37,17,5.12,few clouds
398,Mehran,IR,33.1222,46.1646,57.07,35,0,11.77,clear sky
399,Aswan,EG,24.0934,32.907,60.94,14,41,14.12,scattered clouds
400,Asfi,MA,32.2994,-9.2372,63.12,76,93,12.26,overcast clouds
401,Adrar,MR,20.5022,-10.0711,72.16,16,12,8.79,few clouds
402,Korhogo,CI,9.45,-5.6333,78.19,63,81,4.32,broken clouds
403,Tuxpan,MX,19.55,-103.4,59.61,49,2,3.02,clear sky
404,Biloela,AU,-24.4167,150.5,88.23,31,8,10.85,clear sky
405,Gushikawa,JP,26.3544,127.8686,65.43,72,100,13.8,overcast clouds
406,Kano,NG,12.0001,8.5167,68.94,12,13,10.8,few clouds
407,Aquiraz,BR,-3.9014,-38.3911,78.89,90,99,5.86,overcast clouds
408,Shebalino,RU,51.2917,85.6772,36.16,75,100,7.23,overcast clouds
409,Ola,RU,59.5833,151.2833,25.14,61,100,16.11,overcast clouds
410,Hervey Bay,AU,-25.2986,152.8535,82.02,73,8,11.01,clear sky
411,Bongandanga,CD,1.5,21.05,70.27,83,100,3.2,overcast clouds
412,Matara,LK,5.9485,80.5353,87.53,62,4,8.41,clear sky
413,Portland,US,45.5234,-122.6762,62.64,78,75,5.75,broken clouds
414,Santarem,BR,-2.4431,-54.7083,77.13,94,100,13.8,moderate rain
415,Diego De Almagro,CL,-26.3667,-70.05,63.99,38,0,0.89,clear sky
416,Williston,US,48.147,-103.618,36.03,38,97,5.99,overcast clouds
417,Abidjan,CI,5.3094,-4.0197,80.56,100,20,3.44,few clouds
418,Kachug,RU,53.9606,105.8817,21.09,67,87,8.57,overcast clouds
419,Caborca,MX,30.5838,-111.101,66.07,17,88,5.64,overcast clouds
420,Mizdah,LY,31.4451,12.9801,59.09,33,64,4.21,broken clouds
421,Vao,NC,-22.6667,167.4833,77.05,67,14,15.59,few clouds
422,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,59.97,68,0,5.28,clear sky
423,Orange Cove,US,36.6244,-119.3137,64.06,72,43,4.16,scattered clouds
424,Hastings,GB,50.8552,0.5729,47.52,95,4,7.65,clear sky
425,Waipawa,NZ,-41.4122,175.5153,55.98,81,92,6.13,overcast clouds
426,Port Hawkesbury,CA,45.6169,-61.3485,36.91,95,54,1.01,broken clouds
427,Narsaq,GL,60.9167,-46.05,41.22,69,19,7.36,few clouds
428,Sabalgarh,IN,26.25,77.4,97.5,7,3,8.01,clear sky
429,Galle,LK,6.0367,80.217,86.86,63,6,7.0,clear sky
430,Merrill,US,45.1805,-89.6835,19.35,48,0,1.01,clear sky
431,Sakakah,SA,29.9697,40.2064,51.55,26,0,12.15,clear sky
432,Zyryanka,RU,65.75,150.85,14.77,80,60,3.69,broken clouds
433,Miri,MY,4.4148,114.0089,84.56,64,44,7.54,scattered clouds
434,Coahuayana,MX,18.7333,-103.6833,67.71,72,1,3.91,clear sky
435,Maniwaki,CA,46.3834,-75.966,10.54,79,100,10.42,overcast clouds
436,Sevierville,US,35.8681,-83.5618,40.64,51,0,0.0,clear sky
437,Nan,TH,18.8333,100.6667,95.95,33,4,5.91,clear sky
438,Chimichagua,CO,9.2578,-73.8123,74.3,95,100,1.77,overcast clouds
439,Andros Town,BS,24.7,-77.7667,71.56,51,0,14.45,clear sky
440,Olafsvik,IS,64.8945,-23.7142,33.4,77,100,20.58,overcast clouds
441,Vanavara,RU,60.34,102.2797,20.52,84,100,8.5,overcast clouds
442,Uige,AO,-7.6087,15.0613,68.52,94,100,3.2,overcast clouds
443,Santa Cruz,BO,-17.8,-63.1667,67.46,88,99,2.3,overcast clouds
444,Shiraz,IR,29.6036,52.5388,47.64,29,0,0.0,clear sky
445,Batticaloa,LK,7.7102,81.6924,85.03,68,2,5.93,clear sky
446,Kharabali,RU,47.4196,47.2568,31.66,63,82,23.6,broken clouds
447,Along,IN,28.1667,94.7667,85.5,37,87,1.63,overcast clouds
448,Opuwo,NA,-18.0607,13.84,64.42,53,4,2.91,clear sky
449,Muhos,FI,64.808,25.9931,19.18,90,100,11.48,light snow
450,Komsomolskiy,UZ,40.4272,71.7189,56.12,41,4,2.3,clear sky
451,Cairns,AU,-16.9167,145.7667,88.11,74,40,9.22,scattered clouds
452,Berdigestyakh,RU,62.0989,126.6992,25.75,82,100,7.16,overcast clouds
453,Ereymentau,KZ,51.6199,73.1033,29.41,92,98,12.41,overcast clouds
454,Rafaela,AR,-31.2503,-61.4867,63.99,55,44,1.01,scattered clouds
455,Lure,FR,47.75,6.5,42.04,86,0,2.3,clear sky
456,Talnakh,RU,69.4865,88.3972,8.76,92,98,5.75,overcast clouds
457,Kalianget,ID,-7.05,113.9333,84.72,69,82,6.6,broken clouds
458,Jimani,DO,18.4917,-71.8502,78.69,86,100,2.06,overcast clouds
459,Calinesti,RO,44.8167,25.05,41.49,44,0,6.96,clear sky
460,Praia,CV,14.9215,-23.5087,68.54,77,20,13.8,few clouds
461,Vanino,RU,49.0869,140.2543,33.3,64,16,11.79,few clouds
462,Jawa,JO,31.8525,35.9393,41.31,93,0,3.44,mist
463,Kurumkan,RU,54.3,110.3,20.48,58,84,7.76,broken clouds
464,Jutai,BR,-5.1833,-68.9,71.71,100,100,2.44,moderate rain
465,Ascension,US,30.2169,-90.9001,66.2,93,0,0.0,clear sky
466,Palanga,LT,55.9175,21.0686,41.02,87,0,10.36,clear sky
467,Eyl,SO,7.9803,49.8164,80.56,58,35,15.73,scattered clouds
468,Veinticinco De Mayo,AR,-35.4323,-60.1727,56.98,90,0,4.05,clear sky
469,Sladkovo,RU,55.5284,70.3385,26.98,90,74,12.66,broken clouds
470,Caravelas,BR,-17.7125,-39.2481,75.34,87,24,4.14,few clouds
471,Port Lincoln,AU,-34.7333,135.8667,71.2,61,1,12.26,clear sky
472,Pangody,RU,65.85,74.4859,17.29,89,100,17.07,overcast clouds
473,Baruun-Urt,MN,46.6806,113.2792,44.89,22,97,8.32,overcast clouds
474,Portobelo,PA,9.55,-79.65,76.1,87,58,12.5,broken clouds
475,Adra,ES,36.7496,-3.0206,61.41,61,100,6.6,overcast clouds
476,Regina,CA,50.4501,-104.6178,29.03,68,93,25.99,overcast clouds
477,Kaoma,ZM,-14.7833,24.8,63.34,96,100,4.74,overcast clouds
478,Yulara,AU,-25.2406,130.9889,94.84,10,94,9.22,overcast clouds
479,Gelemso,ET,8.8167,40.5167,66.81,33,42,6.85,scattered clouds
480,Quime,BO,-16.9833,-67.2167,51.39,96,99,3.49,overcast clouds
481,Cozumel,MX,20.5083,-86.9458,77.29,56,0,11.74,clear sky
482,Isangel,VU,-19.55,169.2667,82.06,73,89,9.22,overcast clouds
483,Juneau,US,58.3019,-134.4197,35.6,99,75,0.0,broken clouds
484,Lamu,KE,-2.2717,40.902,84.42,77,19,7.25,few clouds
485,Margate,GB,51.3813,1.3862,44.31,89,0,5.28,clear sky
486,Kununurra,AU,-15.7667,128.7333,96.78,41,92,8.05,overcast clouds
487,Praya,CV,14.9215,-23.5087,68.54,77,20,13.8,few clouds
488,Mosquera,CO,4.7059,-74.2302,51.89,76,40,3.44,scattered clouds
489,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,86,87,8.88,overcast clouds
490,Nouadhibou,MR,20.931,-17.0347,64.44,85,100,7.25,overcast clouds
491,Numan,NG,9.4667,12.0333,71.73,16,20,2.57,few clouds
492,Kapit,MY,2.0167,112.9333,92.32,48,99,2.28,overcast clouds
493,Katsuura,JP,35.1333,140.3,53.46,73,100,15.19,overcast clouds
494,Te Anau,NZ,-45.4167,167.7167,72.99,49,11,2.48,few clouds
495,Gamba,GA,-2.65,10.0,76.44,92,100,3.49,overcast clouds
496,Aripuana,BR,-9.1667,-60.6333,73.65,97,100,0.96,overcast clouds
497,Evanston,US,42.0411,-87.6901,28.4,66,0,4.61,clear sky
498,Plettenberg Bay,ZA,-34.0527,23.3716,70.54,49,28,7.47,scattered clouds
499,Yumen,CN,40.2833,97.2,51.8,24,97,25.84,overcast clouds
500,Hit,IQ,33.6416,42.8251,54.88,49,0,13.47,clear sky
501,Pangnirtung,CA,66.1451,-65.7125,13.98,61,79,5.95,broken clouds
502,Colon,PA,9.3592,-79.9014,77.11,89,79,7.0,broken clouds
503,Roald,NO,62.5833,6.1333,41.76,75,75,23.02,broken clouds
504,Antofagasta,CL,-23.65,-70.4,65.34,77,18,5.12,few clouds
505,Deputatskiy,RU,69.3,139.9,8.13,82,19,2.95,few clouds
506,Sangar,RU,63.9242,127.4739,22.86,79,99,10.42,overcast clouds
507,Xinqing,CN,48.2333,129.5,40.08,48,21,11.77,few clouds
508,Champerico,GT,14.3,-91.9167,80.4,73,97,6.26,overcast clouds
509,Rio Gallegos,AR,-51.6226,-69.2181,39.25,81,0,3.44,clear sky
510,Coquimbo,CL,-29.9533,-71.3436,63.19,78,1,2.19,clear sky
511,Kashi,CN,39.4547,75.9797,59.65,16,96,3.47,overcast clouds
512,Bubaque,GW,11.2833,-15.8333,76.01,63,68,11.88,broken clouds
513,Ati,TD,13.2154,18.3353,66.81,9,40,12.57,scattered clouds
514,Dzilam Gonzalez,MX,21.2833,-88.9333,68.65,67,0,7.47,clear sky
515,Marienburg,PL,54.0359,19.0266,46.11,89,11,11.88,few clouds
516,Taltal,CL,-25.4,-70.4833,64.94,79,2,3.0,clear sky
517,Nichinan,JP,31.6,131.3667,57.02,68,100,5.84,overcast clouds
518,Vestmannaeyjar,IS,63.4427,-20.2734,40.48,82,100,33.44,overcast clouds
519,Geraldton,AU,-28.7667,114.6,95.41,29,54,10.36,broken clouds
520,Athabasca,CA,54.7169,-113.2854,27.48,95,100,4.18,overcast clouds
521,Tenenkou,ML,14.4572,-4.9169,83.86,12,42,10.33,scattered clouds
522,Howard Springs,AU,-12.497,131.047,91.87,70,83,3.36,broken clouds
523,Atmakur,IN,15.8833,78.5833,99.05,26,29,1.63,scattered clouds
524,Furano,JP,43.2818,142.4743,33.64,85,93,13.98,light snow
525,Odweyne,SO,9.4092,45.064,76.82,21,23,16.73,few clouds
526,Rorvik,NO,64.8621,11.2373,39.18,93,40,18.41,scattered clouds
527,Touros,BR,-5.1989,-35.4608,78.4,87,86,9.51,overcast clouds
528,Santa Rosalia,MX,27.3167,-112.2833,68.52,35,47,5.57,scattered clouds
529,Mandalgovi,MN,45.7625,106.2708,41.58,32,100,12.46,overcast clouds
530,Kahna Nau,PK,31.3692,74.3653,84.24,42,0,6.91,clear sky
531,Chapais,CA,49.7834,-74.8492,-4.22,93,100,9.75,overcast clouds
532,Moulins,FR,46.5,3.3333,44.78,72,54,3.74,broken clouds
533,Grindavik,IS,63.8424,-22.4338,41.47,81,100,24.16,overcast clouds
534,La Primavera,CO,5.4906,-70.4092,77.81,81,96,6.6,moderate rain
535,Kysyl-Syr,RU,63.8986,122.7617,23.68,90,100,2.24,light snow
536,Harbour Breton,CA,47.4833,-55.7983,35.92,99,100,3.47,overcast clouds
537,Sellye,SK,48.1513,17.8806,35.74,49,0,4.0,clear sky
538,Camopi,GF,3.1655,-52.3158,71.02,100,99,2.28,overcast clouds
539,Kattivakkam,IN,13.2167,80.3167,89.69,76,11,13.51,few clouds
540,Loubomo,CG,-4.1997,12.6739,71.31,97,53,1.79,light rain
541,Solnechnyy,RU,50.7214,136.6319,29.3,86,67,4.12,light snow
542,Owatonna,US,44.0839,-93.226,22.15,73,0,0.0,clear sky
543,Oktyabrskiy,RU,54.4815,53.471,24.94,91,99,10.33,light snow
544,Lusambo,CD,-4.9667,23.45,69.31,99,100,2.17,light rain
545,Leh,IN,34.1667,77.5833,32.09,60,10,3.38,clear sky
546,Nexo,DK,55.0607,15.1306,41.09,91,65,24.36,broken clouds
547,Lata,PT,40.1629,-8.3327,55.08,60,100,9.22,overcast clouds
548,San Jose,US,37.3394,-121.895,57.34,82,75,10.36,broken clouds
549,Prieska,ZA,-29.6641,22.7474,70.72,42,1,6.69,clear sky
550,Zhangye,CN,38.9342,100.4517,53.6,20,95,24.05,overcast clouds
551,Ifanadiana,MG,-21.3,47.6333,73.53,92,99,0.2,overcast clouds
552,Gewane,ET,10.1664,40.6453,80.29,24,44,3.2,scattered clouds
553,Ushtobe,KZ,45.2514,77.9838,48.78,47,36,9.01,scattered clouds
554,Qaqortoq,GL,60.7167,-46.0333,23.14,70,36,6.67,scattered clouds
555,Fare,PF,-16.7,-151.0167,81.86,74,15,14.52,light rain
556,Hun,LY,29.1268,15.9477,63.68,11,23,9.82,few clouds
557,Kumluca,TR,36.3703,30.2869,56.95,38,1,4.76,clear sky
558,Russell,US,32.3502,-85.1999,56.8,62,0,0.0,clear sky
559,Hambantota,LK,6.1241,81.1185,87.42,63,6,8.77,clear sky
560,Goderich,CA,43.7501,-81.7165,20.91,84,100,23.26,light snow
561,Samarai,PG,-10.6167,150.6667,84.0,73,54,2.48,broken clouds
562,Togul,RU,53.465,85.9128,32.18,100,100,5.28,overcast clouds
563,Nioro,GM,13.35,-15.75,72.03,40,100,8.52,overcast clouds
564,Ornskoldsvik,SE,63.2909,18.7153,38.35,65,100,16.11,overcast clouds
565,Tres Arroyos,AR,-38.3739,-60.2798,55.09,69,0,8.25,clear sky
566,Belaya,UA,49.029,25.7706,34.72,55,28,6.53,scattered clouds
567,Kolondieba,ML,11.0882,-6.8926,81.81,50,33,3.83,scattered clouds
568,Sembe,CG,1.6481,14.5806,70.23,58,42,2.39,scattered clouds
569,Naze,JP,28.3667,129.4833,62.35,67,97,10.27,overcast clouds
570,Saint-Gabriel,CA,46.3001,-73.3824,15.91,70,100,10.74,overcast clouds
571,Lyngseidet,NO,69.5763,20.2189,14.0,75,97,8.99,overcast clouds
572,Prince Rupert,CA,54.3161,-130.3201,41.92,87,6,3.69,clear sky
573,Douglas,US,41.3,-96.167,36.52,46,0,5.75,clear sky
574,Sola,VU,-13.8833,167.55,83.1,72,92,11.97,light rain
575,Tranas,SE,58.0372,14.9782,42.39,74,81,14.67,broken clouds
576,Mackay,AU,-21.15,149.2,91.69,70,2,10.29,clear sky
577,Channel-Port Aux Basques,CA,47.5702,-59.1367,34.86,96,100,2.75,overcast clouds
578,Fernley,US,39.608,-119.2518,58.06,27,83,7.07,broken clouds
579,Karratha,AU,-20.7377,116.8463,82.98,67,96,19.19,overcast clouds
580,Ust-Shonosha,RU,61.1531,41.343,13.78,93,99,6.46,overcast clouds
581,Ossora,RU,59.2353,163.0719,27.75,95,100,29.59,snow
582,Sibu,MY,2.3,111.8167,94.5,45,91,2.13,overcast clouds
583,Pout,SN,14.7739,-17.0603,65.16,88,0,18.41,clear sky
584,Grand-Santi,GF,4.25,-54.3833,70.5,100,100,1.83,overcast clouds
585,Qui Nhon,VN,13.7667,109.2333,82.22,76,100,16.82,overcast clouds
586,Guarumal,PA,8.35,-82.5333,76.5,71,65,6.38,broken clouds
587,Estelle,US,29.8458,-90.1067,66.18,83,8,5.01,clear sky
588,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,34.39,75,75,0.0,broken clouds
589,Menongue,AO,-14.6585,17.691,61.21,91,96,1.92,overcast clouds
590,Mianwali,PK,32.5741,71.5264,88.03,13,0,4.72,clear sky
591,Voskresenskoye,RU,56.8381,45.4317,19.81,74,100,11.77,overcast clouds
592,Baykit,RU,61.67,96.37,19.99,80,89,8.05,overcast clouds
593,Abalak,RU,58.1286,68.5944,26.71,90,100,12.55,overcast clouds
594,Mitsamiouli,KM,-11.3847,43.2844,82.63,74,89,5.99,light rain
595,Puerto Madryn,AR,-42.7692,-65.0385,61.54,44,3,4.14,clear sky
596,Kimbe,PG,-5.5502,150.1429,84.38,75,78,5.64,light rain
597,Tazmalt,DZ,36.3868,4.3989,50.25,86,64,1.28,broken clouds
598,Panaba,MX,21.2833,-88.2667,66.15,74,0,7.74,clear sky
599,Ngunguru,NZ,-35.6167,174.5,65.91,67,11,7.11,few clouds
600,Maragogi,BR,-9.0122,-35.2225,77.7,86,96,7.14,overcast clouds
601,Quzhou,CN,28.9594,118.8686,55.38,78,100,9.15,overcast clouds
602,Kenai,US,60.5544,-151.2583,35.02,90,100,19.57,overcast clouds
603,Maydolong,PH,11.4992,125.5011,81.39,86,98,10.92,light rain
604,Stepantsevo,RU,56.1314,41.7032,20.03,84,100,10.56,overcast clouds
605,Saint-Pierre,RE,-21.3393,55.4781,84.29,71,20,5.75,few clouds
606,Caucasia,CO,7.9865,-75.1935,76.89,89,100,4.5,overcast clouds
607,Asau,RO,46.4333,26.4,22.12,56,9,3.8,clear sky
608,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.79,85,90,7.16,overcast clouds
609,Katherine,AU,-14.4667,132.2667,95.32,34,0,6.91,clear sky
610,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,95,75,14.97,broken clouds
611,Togur,RU,58.3631,82.8265,24.51,85,59,6.91,broken clouds
612,Chernyakhovsk,RU,54.6335,21.8156,40.21,89,49,15.21,scattered clouds
613,Nurota,UZ,40.5614,65.6886,51.13,49,15,5.84,few clouds
614,Tobermory,CA,45.2501,-81.6665,15.31,65,100,22.26,overcast clouds
615,Kalmar,SE,56.6616,16.3616,43.14,83,0,18.41,clear sky
616,Dandong,CN,40.1292,124.3947,51.76,26,0,16.33,clear sky
617,Karasjok,NO,69.4719,25.5112,-2.79,94,77,5.37,broken clouds
618,Nabire,ID,-3.3667,135.4833,87.33,57,50,6.55,scattered clouds
619,Bagdarin,RU,54.4333,113.6,17.76,54,54,14.41,broken clouds
620,Ulladulla,AU,-35.35,150.4667,73.76,89,100,4.92,light rain
621,Saint-Francois,FR,46.4154,3.9054,33.24,93,18,2.3,few clouds
622,Puerto Carreno,CO,6.189,-67.4859,79.59,81,98,7.99,overcast clouds
623,Shihezi,CN,44.3,86.0333,50.77,49,50,5.88,scattered clouds
624,Mastic Beach,US,40.7668,-72.8521,32.22,49,100,19.57,overcast clouds
625,Saint-Georges,GD,12.0564,-61.7485,78.48,78,40,16.11,scattered clouds
626,Dukat,RU,62.55,155.55,3.13,90,100,9.22,overcast clouds
627,Slupsk,PL,54.4641,17.0287,40.42,95,64,16.58,broken clouds
628,Bolshaya Glushitsa,RU,50.2406,43.5908,24.26,73,96,19.33,overcast clouds
629,Teguise,ES,29.0605,-13.564,57.42,82,20,4.61,few clouds
630,Opportunity,US,47.6499,-117.2399,56.89,69,0,4.61,clear sky
631,Volchikha,RU,52.0333,80.3833,30.99,93,99,8.88,overcast clouds
632,Naryan-Mar,RU,67.6713,53.087,11.05,95,99,10.0,overcast clouds
633,Verkhoyansk,RU,67.5447,133.385,13.39,74,81,2.48,broken clouds
634,Baoding,CN,38.8511,115.4903,64.26,19,0,14.52,clear sky
635,Gaziantep,TR,37.0594,37.3825,39.13,65,0,3.44,clear sky
636,Assemini,IT,39.2915,9.0015,47.05,78,0,8.05,clear sky
637,Lipin Bor,RU,60.2622,37.9763,13.68,92,92,5.19,overcast clouds
638,Sergeyevka,KZ,53.88,67.4158,24.6,91,39,13.09,scattered clouds
639,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,71.22,92,45,1.23,scattered clouds
640,Kaeo,NZ,-35.1,173.7833,70.32,73,4,6.11,clear sky
641,Labrea,BR,-7.2586,-64.7981,71.89,99,98,1.86,light rain
642,Norrtalje,SE,59.758,18.705,45.01,60,90,12.19,overcast clouds
643,Bequimao,BR,-2.4489,-44.7825,73.83,98,100,2.21,overcast clouds
644,Shirokiy,RU,49.758,129.523,34.77,86,51,8.61,broken clouds
645,Iranshahr,IR,27.2025,60.6848,78.26,15,0,4.38,clear sky
646,Omboue,GA,-1.5746,9.2618,76.08,94,100,8.39,light rain
647,Ambilobe,MG,-13.2,49.05,78.73,84,73,2.42,broken clouds
648,Nyurba,RU,63.2842,118.3319,24.13,80,100,7.36,overcast clouds
649,Dongsheng,CN,39.8161,109.9776,52.39,28,24,28.45,few clouds
650,Evensk,RU,61.95,159.2333,15.03,83,100,31.18,overcast clouds
651,Hvide Sande,DK,56.0045,8.1294,44.1,95,15,17.31,few clouds
652,Huarmey,PE,-10.0681,-78.1522,72.07,79,99,6.17,overcast clouds
653,Mercedes,AR,-34.6515,-59.4307,58.86,71,0,5.12,clear sky
654,Mareeba,AU,-17.0,145.4333,89.65,65,49,3.42,scattered clouds
655,Pimentel,PE,-6.8367,-79.9342,70.77,78,100,9.46,overcast clouds
656,Henties Bay,NA,-22.116,14.2845,63.81,88,44,3.91,scattered clouds
657,Young,UY,-32.6833,-57.6333,59.23,81,0,5.06,clear sky
658,Yerbogachen,RU,61.2767,108.0108,23.94,89,100,11.74,light snow
659,Kouango,CF,4.9934,19.9619,72.03,29,100,0.87,overcast clouds
660,Umba,RU,66.6871,34.3429,11.16,91,65,4.97,broken clouds
661,Cap-Aux-Meules,CA,47.3821,-61.8597,32.41,96,82,9.04,broken clouds
662,Cockburn Town,TC,21.4612,-71.1419,75.94,67,60,17.98,broken clouds
663,Soloneshnoye,RU,51.6544,84.3197,37.4,96,100,1.14,overcast clouds
664,Sinop,TR,41.7711,34.8709,30.63,75,4,5.5,clear sky
665,Shenjiamen,CN,29.9576,122.298,50.85,67,100,7.58,overcast clouds
666,Srednekolymsk,RU,67.45,153.6833,16.18,70,15,4.88,few clouds
667,Cameron Park,US,38.6688,-120.9872,57.22,77,62,1.99,broken clouds
668,Gat,IL,31.61,34.7642,57.4,100,0,5.39,clear sky
669,Udachnyy,RU,66.4167,112.4,16.45,78,99,9.57,overcast clouds
670,Krasnoselkup,RU,65.7,82.4667,17.42,90,99,11.86,overcast clouds
671,Beringovskiy,RU,63.05,179.3167,3.29,94,13,5.21,few clouds
672,Pa Sang,TH,18.5262,98.9394,100.85,24,7,0.63,clear sky
673,Teknaf,BD,20.8624,92.3058,85.95,64,49,6.87,scattered clouds
674,Lakes Entrance,AU,-37.8811,147.981,80.17,52,100,7.23,overcast clouds
675,Nuevo Progreso,MX,23.1667,-97.95,63.54,90,0,5.28,clear sky
676,Marsh Harbour,BS,26.5412,-77.0636,71.17,50,0,13.56,clear sky
677,Kedougou,SN,12.5579,-12.1743,86.38,18,97,5.14,overcast clouds
678,Kampene,CD,-3.6,26.6667,68.58,99,100,2.08,overcast clouds
679,Aklavik,CA,68.2191,-135.0107,-11.72,100,100,3.85,overcast clouds
680,Bibiani,GH,6.4635,-2.3194,72.12,95,87,2.06,overcast clouds
681,Bulawayo,ZW,-20.15,28.5833,61.68,88,58,14.18,broken clouds
682,Keti Bandar,PK,24.1447,67.4497,85.05,52,0,16.78,clear sky
683,Akyab,MM,20.15,92.9,84.38,67,10,8.61,clear sky
684,Belmonte,BR,-15.8631,-38.8828,77.22,79,91,5.84,overcast clouds
685,Kusatsu,JP,35.0167,135.9667,58.08,49,99,10.13,overcast clouds
686,Ostersund,SE,63.1792,14.6357,33.62,80,0,43.73,clear sky
687,Broome,US,42.2506,-75.833,19.71,67,75,11.5,broken clouds
688,Punta Umbria,ES,37.1821,-6.9661,56.23,63,100,18.5,overcast clouds
689,Elat,IL,29.5581,34.9482,55.24,50,0,16.11,clear sky
690,Moberly,US,39.4184,-92.4382,37.92,54,100,4.61,overcast clouds
691,Batemans Bay,AU,-35.7167,150.1833,71.1,87,99,1.99,light rain
692,Tigzirt,DZ,36.8886,4.1198,54.0,80,55,4.36,broken clouds
693,Yuzawa,JP,39.1667,140.5,45.01,55,22,18.39,few clouds
694,Deer Lake,CA,49.1667,-57.4316,35.04,100,100,3.27,overcast clouds
695,Butka,RU,56.7179,63.7866,29.46,89,100,13.62,overcast clouds
696,Akusha,RU,42.2688,47.3411,21.43,75,20,1.83,few clouds
697,Hay River,CA,60.8156,-115.7999,10.72,96,100,3.65,light snow
698,Kieta,PG,-6.2167,155.6333,81.86,83,69,7.85,light rain
699,Florianopolis,BR,-27.6146,-48.5012,69.69,92,75,3.44,broken clouds
700,Caxias,PT,38.7031,-9.2767,61.45,70,0,10.36,clear sky
